"[안녕하세요즐거운 주말이 지나고 월요일이 되었습니다이번주도 화이팅 하시고 항상 행복한 일만 가득하시길 바랍니다 ], 긍정 텍스트 확률 : 99.98%"
"[그중에서도 디젤 차량들에 대한 전문 정비를 도와드리고 있는데요.정확한 진단과 점검을 바탕으로 과잉 정비 없이 합리적인 비용으로 차량을 관리받아보실 수 있게 최선을 다해 도와드리고 있으니 궁금하시거나 작업 상담 등이 필요하신 분들께선 고민 말고 언제든 로드원을 방문해주시기를 바랍니다. ], 긍정 텍스트 확률 : 94.60%"
"[ 우선 입고된 코란도 차량에서 인젝터를 탈거하여 진단 장비를 통해 제어 응답성을 테스트해봅니다. ], 긍정 텍스트 확률 : 69.45%"
"[특히나 동일 킬로수 대비 시내 주행이 많은 차량에는 더 많은 카본들이 생기는 편입니다. ], 긍정 텍스트 확률 : 92.08%"
"[로드원 믿고 맡겨주신다면 후회하시지 않을 완벽한 정비를 진행해 드릴 것을 약속드릴 수 있습니다. ], 긍정 텍스트 확률 : 94.43%"
"[이 동와셔의 수명을 책임질 홀 청소도 확실하게 진행하여드렸습니다. ], 긍정 텍스트 확률 : 58.52%"
"[ 안성 로드원은 디젤 차량들에 대한 필수 정비들을 전문적으로 다뤄오고 있습니다.믿고 맡겨주시는 소중한 차량들에 대하여 합리적인 비용으로 서비스 받아보실 수 있게 최선을 다해 도와드리고 있으니 궁금하시거나 작업 상담이 필요하시다면 고민 말고 언제든지 연락 주세요. 친절히 안내해드리도록 하겠습니다이상으로 쌍용 코란도 차량의 스웰 모터 교체 및 탈착식 흡기 클리닝 정비 작업 후기를 모두 마칩니다. ], 긍정 텍스트 확률 : 69.96%"
"[ 아버지에게 혼이 났습니다.제잘못이 아닌데도 혼이 났습니다.아버지도 걱정이 되어서 그런거라고 생각을 하지만조금은 서럽기도 한데요 그 이유가 교통사고 때문입니다.저는 좌회전신호를 받으려고 깜빡이를 키고 기다리고있었는데뒤에서 제 차량을 들이받아버렸습니다.천천히가 아니라 조금 강하게 들이받았는데요차량 뒷부분은 완전히 찌그러지고 뒷자리에 사람이 타지않아서다행이지 아마 사람이 있었으면 크게 다칠만한 사고였습니다.저도 곧바로 병원으로 가서 검사를 받고 근 두달정도를 입원해있었는데요그덕에 회사도 두달동안 쉬어야 했고 하루종일 누워있다보니 재활치료까지 해야했습니다.알고보니 뒤에서 휴대폰을 한다고 앞을 못보다가 제 차를 들이받았다고 하는데요.저도 사람인지라 신호대기 할때 휴대폰을 보는건 어느정도 이해를 하지만어떻게 운전을 하면서 그것도 빠른속도로 운전을 하면서 휴대폰을 볼수있는지이해가 가지 않습니다.보험은 당연히 대 으로 제가 이 나왔고 차량은 폐차를 하게 되었습니다.아버지가 원래 타던 차량이라 오래되기도 해서 바꿀까 하는데이렇게 차량을 바꾸게 될줄은 꿈에도 몰랐습니다.이번에 사고가 나고 나니 작은 차량들은 눈에도 안들어오더라구요.자기가 운전을 잘한다고 해도 도로위의 한명의 사람때문에 나는게 교통사고인지라피할수 없으면 피해를 최소화라도 하자는 생각에 다음 차량도 로 선택하게 되었습니다. ], 긍정 텍스트 확률 : 99.97%"
"[ 차량이 당장 없어 택시를 타고 차량을 보러갔습니다.딜러분께 주말에 쌍용 뉴코란도 보러 오기로 한 사람이라고 하니안그래도 차량을 준비해뒀다고 차량이 있는곳으로 안내를 해줬습니다.차량들이 되게 많았는데도 그 사이에서 제 눈길을 끌던코란도 역시 차량은 커야 제맛입니다.차량도 흰색이라 제가 원래 타던 차량이랑 색깔도 비슷하고크기도 비슷해서 더욱 마음에 들었습니다.보통 코란도시리즈가 오래탈수도 있고 잔고장도 잘 없어서차주들이 중고차시장에 매물을 잘 내놓지않는다는데이번에 이렇게 차량을 볼수 있어서 좋았습니다. ], 긍정 텍스트 확률 : 62.96%"
"[ 차량이 무사고이긴 해도 사실 도로의 연석이나 기타 이물질 때문에흠집이 있을수도 있고 패임이 있을수도 있어 한바퀴 둘러보며꼼꼼히 확인을 해봤습니다.확인을 해보니까 더욱 마음에 들더라구요 어느 한부분 스크래치없이거의 완벽하게 관리가 된 차량 같았습니다.바퀴를 봐도 긁힌흔적 하나없었구요.차량의 바퀴를 정비한건지 아니면 원래 차주가 정말 운전을 잘하는건지.딜러분도 차량을 함께 보며 혹시 자기가 놓치는 문제가 있으면바로 말씀을 달라고 하셨습니다.차량을 둘러본결과 하자같은건 보이지 않았구요. ], 긍정 텍스트 확률 : 90.40%"
"[ 특히 제가 쌍용 뉴코란도가 마음에 들었던것중 하나가예전 코란도모델에서 항상 문제가 되었던 자동변속기 문제를해결한 차량이기도 해서 믿을수 있겠다고 생각을 했습니다.그리고년 형 모델은 방향지시등 부분이 투명색으로 되어있어이게 또 제 마음을 끌더라구요 약간 신차같은 느낌도 났구요.그래도 혹시 모르는거라 보험이력서나 성능기록부를 확인을 해봤는데요차주 이전도 없었고 확실히 키로수가 적다보니 차량 상태도 좋았습니다.엔진룸을 열어서 확인을 해봐도 청소를 한건지 깨끗했구요. ], 긍정 텍스트 확률 : 97.86%"
"[ 그리고 운전석에 앉아도 보고 시승도 한번 해봤는데역시 라는 말이 나올 정도로 운전은 편안했습니다.항상 오래된차량을 타서 그런지 딱딱한 시트에 익숙해서 그런건지편안한데 불편한 느낌이 있었지만 적응이 되면 완전 편할것 같았습니다.시야각도 괜찮아서 저를 위한 차량 같았습니다. ], 긍정 텍스트 확률 : 88.05%"
"[ 차량을 다 둘러보고 쌍용 뉴코란도 중고차 너무 마음에 들었지만 그냥 돌아올수밖에 없었습니다.금액때문에 그런것은 아니었습니다 저렴한 차량이기도 하고 모아둔 돈도 있으며요즘은 보험금이나 여유자금을 포함해서 전액할부도 잘 나온다고 하셨으니까요.그런데 시승을 할때 조금 불안하더라구요 소위 말하는 트라우마가 남아버린것 같았습니다.너무 마음에 드는 차량이었지만 아직 구입할때는 아니었던것 같습니다.쌍용뉴코란도 . 익스트림 년 형최초등록일주행거리.미션오토연료경유색상흰색가격만원 ], 긍정 텍스트 확률 : 60.44%"
"[ 열차단 썬팅을 대개 여름에만 필수적으로 필요한 아이템이라고 착각을 하는 경우가 있습니다.하지만], 긍정 텍스트 확률 : 60.55%"
"[뜨거운 여름만이 아닌 봄], 긍정 텍스트 확률 : 52.20%"
"[겨울 계절 전부 필요한 차량용 아이템이라고 볼 수 있는데요.그 이유는 아파트의 열 차단하여 주는 단열재와 같은 역할을 차량에서 하여 주기 때문입니다.가을... 바람은 차가운데 햇살은 따가워서 에어컨 키기는 애매하고 창문 열기에는 미세먼지가 걱정 되시죠.열차단 썬팅이 되어있다면], 긍정 텍스트 확률 : 59.82%"
"[외부공기 흡입과 열차단 썬팅 만으로 쾌적한 실내온도를 유지 할 수 있습니다.쌍용 코란도전면 열차단 썬팅 시공 보시죠. ], 긍정 텍스트 확률 : 75.49%"
"[ 강서구 화곡동에서 가을햇살에 힘들다며 전면썬팅을 예약해 주신 고객님의 코란도가 입고 되었습니다.현역 간부 고객님의 차량으로], 긍정 텍스트 확률 : 83.15%"
"[한눈에 차이점을 확실하게 아실 수 있는 모습이지요.외부에서는 살짝 어둡게 보여도 안에서는 시원하게 잘보이며 차량이 한결 무게감 갖게 되는 모습깔끔하다고 대단히 만족 하십니다. ], 긍정 텍스트 확률 : 99.46%"
"[은은하게 올라오는 눈이 가장 편한 반사광... 이쁩니다. ], 긍정 텍스트 확률 : 60.95%"
"[필름의 등급을 정확히 표기하여 주는 정품 마크도 고객님께 확인 시켜드린 후 요청하셔서 다 지웠구요. ], 긍정 텍스트 확률 : 70.09%"
"[화곡동 고객님의 만족스러운 모습에 모든 피로가 날아가진 않았고.. 박카스에...만족해주시는 고객님들의 모습에 더더욱 힘을 내서 작업이 되는 것 같습니다.항상 만족을 드릴 수 있도록 최선을 다하여 작업에 임하도록 하겠습니다.위와 같이 쌍용 코란도전면 열차단 썬팅 시공을 화곡동썬팅 전문 썬가드부천점에서 시공 받고자 하신다면 지도 아래의전 화버튼을 눌러서 문의주세요. ], 긍정 텍스트 확률 : 94.65%"
"[ 감사합니다.], 긍정 텍스트 확률 : 83.19%"
"[쌍용자동차 코란도 스마트키제작안녕하세요.자동차키 스마트키 제작 전문점 방문을 환영합니다.오늘의 포스팅은 쌍용자동차 코란도 스마트키 제작 과정입니다.고객님께서 집 앞에 차를 주차하고 스마트키를 분실하셨다고 하시네요.며칠 동안 찾아도 찾을 수가 없어서 제작 요청을 하셨다고 합니다.어디에서 제작을 해야 하는지 몰라서 쌍용 서비스 센터로 연락을 하셨다고 하시네요.저희 자동차 키 스마트키 제작 전문점은 현대 기아 쌍용 자동차 협력점이라서 차 키나 스마트키 분실 시 연락이 저한테로 옵니다.고객님이 계신 곳으로 신속하게 출동을 했습니다.산속 깊은 곳에 집이 있네요. ], 긍정 텍스트 확률 : 99.50%"
"[ 전용 공구를 사용해서 핀높이를 읽고 있습니다.이차는 레이저키로 트랙 핀 단계의 구조입니다. ], 긍정 텍스트 확률 : 64.68%"
"[ 먼저 일반 키로 가공하고 있습니다. ], 긍정 텍스트 확률 : 61.09%"
"[ 정밀하게 가공 후 문에서 부드럽게 잘 맞는지 확인 중입니다.한 번에 잘 맞네요. ], 긍정 텍스트 확률 : 59.85%"
"[ 다시 스마트키용 정품 키로 다시 정밀하게 가공하고 있습니다. ], 긍정 텍스트 확률 : 65.93%"
"[ 정밀하게 가공 후 문에서 부드럽게 잘 맞는지 확인 중입니다. ], 긍정 텍스트 확률 : 76.17%"
"[ 스마트키를 슬롯에 꽂고 입력 중입니다. ], 긍정 텍스트 확률 : 76.13%"
"[ 차키 스마트키 분실시 아래 사진을 클릭하면 전화로 연결됩니다. ], 긍정 텍스트 확률 : 55.15%"
"[.대구중고차 대구 엠월드 코란도 중고차매입후기 시작합니다..최근에 싸이클??.블로그.인스타.페북 등 여러곳에서.차량을 구매해가셧던 고객님들이..년년 주기로 거의 차를 바꾸시는것.같습니다..오늘 같은 경우 년전에 블로그를 통해.판매되엇던 코란도 오늘 다시 매입해왓습니다...타시던차량 대정도를 제가 다 매입해드렷는데.오늘도 거의 몇십년안 느낌으로.반겨주셧습니다ㅎ. ], 긍정 텍스트 확률 : 99.91%"
"[ .다행히 엠월드와 무척 가까운거리인.대구 성서에 살고 계셔서.택시타고 가니 분도 안걸리드라구요.가서 얼굴뵈니 .참 좋앗습니다...차는 제가 팔앗던차량이라.옵션 내용등은 블로그에 올라와잇는거 보고.다시확인햇네요ㅎㅎ. ], 긍정 텍스트 확률 : 78.96%"
"[ .차는 정말 대충보고.잘지내셧는지 안부묻고.요즘은 머타고 계신지 .물어보고.. 신차를 뽑으셧다고 하시네요.몇년뒤에 저안테 파신다고 약속하고.계약 마무리 짓고 왓습니다ㅎ. ], 긍정 텍스트 확률 : 94.85%"
"[ .혹시 블로그보시고.만원대 차량 찾고 계시다면 연락주세요ㅎ..쌍용서비스센타에서.관리햇던차량이라서 .쌍용가시면 수리내역 다있다고.자신잇게 말씀해주셧습니다...미션수리완료되어서.미션걱정은 할필요가 없다고 하시네요.. ], 긍정 텍스트 확률 : 87.70%"
"[ .사고유무는 사실 년이 지나서.전혀 기억이 나지않아.성능장에 넣어서 확인하니.그때 싸게 사신이유가.있구나 햇습니다ㅎㅎ.앞삼박나오네요ㅎㅎ..성능기록부상 단순교환 무사고차량 입니다.. ], 긍정 텍스트 확률 : 98.28%"
"[ .요즘들어 구입.판매문의가.많은데 너무감사합니다...최선을 다하겠습니다...이상 대구중고차 엠월드 코란도 중고차매입후기.마치도록 하겠습니다.. ], 긍정 텍스트 확률 : 89.99%"
"[안녕하세요 서울 중랑구에 위치한 인젝터 전문업체 새한카 공업사 입니다 아버지와 함께 운영하는 카센타로 한자리에서 년이 넘게 운영해온 카센타 랍니다 월 말이 되면 제 생일이 있어서 ㅎㅎ 년중 가장 좋아하는 시기 ], 긍정 텍스트 확률 : 97.54%"
"[ 오늘 보여드릴 차량은 쌍용차 입니다 쌍용 티볼리인기 있는 차중에 하나죠 쌍용차 들 중에 유로 인젝터 문제가 있는 차들이 많이 찾아오세요 특히티볼리 ], 긍정 텍스트 확률 : 75.19%"
"[코란도 투리스모모두 같은 종류의 인젝터 입니다 티볼리 운행 키로수는 만 천], 긍정 텍스트 확률 : 69.56%"
"[시동이잘 안걸릴 수도 있습니다 먼저 인젝터를 뽑아 확인을 해야 하겠죠? 근데 .. 인젝터가 고착되어 뽑기가 너무 힘들었습니다 ㅠㅠ정상적인 인젝터라면 그냥 쏙 하고 빠진답니다], 긍정 텍스트 확률 : 62.76%"
"[ 저희 새한카를 찾아주시는 분들이저희를 믿을 수 있는것 인젝터 테스트 전 후를 바로 보실 수 있기 때문입니다], 긍정 텍스트 확률 : 63.87%"
"[ 이렇게 완벽하게 리빌드한 인젝터는 쌍용 티볼리에 완벽하게 장착 합니다새것이나 다름 없게 변신했죠?], 긍정 텍스트 확률 : 90.09%"
"[ 홀 청소까지 완벽하게 마친 티볼리인젝터 넣기 전에 영상으로 찍어봤습니다], 긍정 텍스트 확률 : 88.31%"
"[ 완벽장착 후 부조나 떨림이 확 줄었습니다 당연히 시동도 잘걸리고쌍용 인젝터들 문제가 많은데 저희 새한카에서 인젝터 튜닝도 가능 하답니다 전보다 훨씬 좋은 성능을 발휘 할수 있게 되겠죠인젝터를 신품바꾼지 얼마안됀차], 긍정 텍스트 확률 : 76.07%"
"[ 현대 순정 오토라이트 센서와 코란도오토라이트 레버입니다 개조를 통해 코란도차량에 설치가 될 겁니다], 긍정 텍스트 확률 : 67.14%"
"[ 센서 위치는 공조기 위 부분으로 매립이 돼요], 긍정 텍스트 확률 : 65.60%"
"[ 영상에서처럼 어두워 지거나 밤이 되면 미등과 라이트 순으로 켜지고 터널 지날 때 자동으로 미등과 라이트가 켜지고 꺼지는 오토라이트 없던 차량도 장착 후 편리하게 사용하시면 됩니다 여기까지 코란도오토라이트 장착에 관한 포스팅이었습니다 감사합니다 카톡으로 문의는입니다], 긍정 텍스트 확률 : 84.76%"
"[하루전 예약필수 입니다.예약전화.?현대현대.?기아기아.?르노삼성르노삼성.?쉐보레쉐보레.?쌍용쌍용.?아이나비아이나비.?지니지니.?아틀란아틀란.?파인드라이브파인드라이브.?파인뷰파인뷰.?맵피맵피.?엔나비엔나비 .?블랙박스블랙박스.?네비게이션네비게이션.?와이퍼와이퍼.?보조배터리보조배터리.?자동차용품자동차용품 .?서울서울.?강서강서.?양천양천.?신월신월.?등촌등촌.?화곡화곡.?발산발산.?마곡마곡.?방화방화.?공항공항.?우장산우장산 ], 긍정 텍스트 확률 : 68.36%"
"[ ...... ......? 본문 이미지...... ......? 본문 이미지쇼핑몰 안내가입시 다이쯔인 여부를 표기해주시면 등급을 다이쯔인으로 변경해 드립니다.다이쯔인은 일반회원보다 할인된 가격으로카드 구매하실 수 있습니다.쇼핑몰 페이지바로가기 ☞...? ...?제품명..쌍용예열플러그.적용차종 . 제품코란도], 긍정 텍스트 확률 : 59.61%"
"[ 년 코몰고 있습니다 아이나비 으로 하단 매립하여 사용 중이고요 요근래 잘되던 블루투스가 노래 끊김 현상과 또는 자동적으로 블루투스가 해제 되는 현상으로 굉장히 골머리를 썩고 있습니다 네비 매립 업체와 쌍용을 오가며 문제를 해결하려고 해도 잘 되지 않고 있습니다 제가 여쭈어 보고싶은것은 . 블루투스 문제면 쌍용에가서 블루투스 모듈을 바꿀수 있나요?. 네비게이션의 트립 모듈을 아이나비 전용인 울트라로 사용중인데 아니면 엔트립으로 바꾸면 해결할수 있을까요?. 아니면 그냥 네비게이션 부셔버릴.... ㅋㅋㅋ 고수님들 가르쳐 주시면 감사드리겠습니다 암튼 내일 네비 매립 업체로 가서 선정리 다시 한번 맡기기로 했습니다...ㅠㅡㅠ 즐거운 저녁 되십시오 ], 긍정 텍스트 확률 : 65.48%"
"[아산 원카오디오입니다. ], 긍정 텍스트 확률 : 82.51%"
"[ 코란도입니다. ], 긍정 텍스트 확률 : 75.73%"
"[ 엔진 스타트 버튼이 적용되어 있는 순정 스마트키 차량입니다. ], 긍정 텍스트 확률 : 94.37%"
"[ 스마트키 전용 제품인 이지카설치를 진행하였습니다. 스마트키 차량은 스마트키 전용 제품으로만 장착 가능합니다. 은 한글 지원이 되는적용 리모컨과 전용 가죽 케이스를 제공합니다. 코란도 쌍용차 원격시동경보기 작업 후에는 순정 스마트키 대신리모컨만 가지고 다니면 됩니다. ], 긍정 텍스트 확률 : 52.03%"
"[ 스마트 도어 근접 센서안테나입니다. ], 긍정 텍스트 확률 : 75.73%"
"[ 스마트 도어는리모컨을 소지한 상태에서 차량에 가까이 다가가면 자동으로 차량 문의 잠김이 풀리고], 긍정 텍스트 확률 : 52.64%"
"[차량에서 멀어지면 자동으로 차량 문이 잠기는 매우 편리한 기능입니다. ], 긍정 텍스트 확률 : 69.25%"
"[ 보는 이들모두 년도모델 이고 키로수 고 좋은품질대로 잘 구입했다고 격찬ㅋ 새로구입한 넘쳐나더라구요.. . 제가 갖고 있는명함을 찍어가는 친한 동료 도], 긍정 텍스트 확률 : 99.89%"
"[ 서 상당히 깔끔하게 관리가.. 되여있어서 오히려제 자신이 바로 이전에 운행하던 자가용 견주어봤을때], 긍정 텍스트 확률 : 80.63%"
"[.. 에 운행거리는지난거리 라 전 차주분이 급속히 귀하게 여겼던 부분이 마음에 선하더라고요. 실물을.. 판매사원분도], 긍정 텍스트 확률 : 74.44%"
"[ 이정도 수준이라면 매우 최상급의 데에 칭할수 있다고 일러주셨구요 . 일상생활에서 쌍용 코란도 중고차 는 검정색ㅋ 여기ㅎ 여기], 긍정 텍스트 확률 : 75.17%"
"[ 최고 매력적이라고 고려하지 여태했던 지라 ], 긍정 텍스트 확률 : 98.75%"
"[간결하기도 해서ㅋ 럭셔리해보이기도 작성해놓으셔서 온전히좋더군요 ..], 긍정 텍스트 확률 : 78.46%"
